id,sku,name,description
581,P2281L,Esferográfica Prata,Esferográfica em prata com acabamento refinado. Peça sofisticada ideal para oferta ou uso pessoal.
582,P2283G,Esferográfica Prata Granitado,Esferográfica em prata com acabamento refinado. Peça sofisticada ideal para oferta ou uso pessoal.
586,P2285G,Esferográfica Prata Granitado,Esferográfica em prata com acabamento refinado. Peça sofisticada ideal para oferta ou uso pessoal.
585,P2284L,Esferográfica Prata Linhas,Esferográfica em prata com acabamento refinado. Peça sofisticada ideal para oferta ou uso pessoal.
584,P2286,Esferográfica Prata Linhas,Esferográfica em prata com acabamento refinado. Peça sofisticada ideal para oferta ou uso pessoal.
583,P2282L,Esferográfica Prata Linhas,Esferográfica em prata com acabamento refinado. Peça sofisticada ideal para oferta ou uso pessoal.
431,PS971,Espelho em Prata,"Espelho em Prata. Peça com acabamento cuidado, ideal para oferta ou decoração."
430,PS951,Espelho em Prata,"Espelho em Prata. Peça com acabamento cuidado, ideal para oferta ou decoração."
437,P88,Espelho e Pente de Bolso em Prata,"Espelho e Pente de Bolso em Prata. Peça com acabamento cuidado, ideal para oferta ou decoração."
164,P89,Espelho e Pente de Bolso em Prata,"Espelho e Pente de Bolso em Prata. Peça com acabamento cuidado, ideal para oferta ou decoração."
793,B7840,Estojo Higiene com,"Estojo Higiene com Bilaminado. Peça com acabamento cuidado, ideal para oferta ou decoração."
794,B7841,Estojo Higiene com,"Estojo Higiene com Bilaminado. Peça com acabamento cuidado, ideal para oferta ou decoração."
795,B7842,Estojo Higiene com,"Estojo Higiene com Bilaminado. Peça com acabamento cuidado, ideal para oferta ou decoração."
597,B1818,Estojo Madeira Comlâmina,"Estojo Madeira Comlâmina. Dimensões: 17x5,5 cm. Peça com acabamento cuidado, ideal para oferta ou decoração."
598,B1819/2,Estojo Madeira Comlâmina 2 Peças,"Estojo Madeira Comlâmina 2 Peças. Dimensões: 17x5,5 cm. Peça com acabamento cuidado, ideal para oferta ou decoração."
804,BA2660M,Esvazia Bolsos,"Esvazia Bolsos. Dimensões: 11,5x5,5 cm (altura). Peça com acabamento cuidado, ideal para oferta ou decoração."
803,BA2651MP,Esvazia Bolsos,"Esvazia Bolsos. Dimensões: 7x11 cm. Peça com acabamento cuidado, ideal para oferta ou decoração."
807,BA4027M,Esvazia Bolsos,"Esvazia Bolsos. Dimensões: 8x8 cm. Peça com acabamento cuidado, ideal para oferta ou decoração."
810,BA535,Figura de Mãe,Peça de Decoração Mãe. Dimensão: 25 cm. Peça decorativa elegante.
436,P259,Foco em Prata,"Foco em Prata. Peça com acabamento cuidado, ideal para oferta ou decoração."
654,P5711,Frapé de Prata 925,"Frapé de Prata. Peça com acabamento cuidado, ideal para oferta ou decoração."
796,B9950,Galheteiro,Galheteiro com acabamento clássico. Peça elegante de ourivesaria para a mesa.
797,B9951,Galheteiro,Galheteiro com acabamento clássico. Peça elegante de ourivesaria para a mesa.
798,B9952,Galheteiro,Galheteiro com acabamento clássico. Peça elegante de ourivesaria para a mesa.
681,A927SBR,Guarda-chupeta Batismo,Guarda-chupeta Batismo. Ideal para cerimónias de batismo.
697,B2897BR,Guarda-chupeta Batismo,Guarda-chupeta Batismo. Ideal para cerimónias de batismo.
695,B2732SBR,Guarda-chupeta Batismo,Guarda-chupeta Batismo. Ideal para cerimónias de batismo.
699,B2898BR,Guarda-chupeta Batismo,Guarda-chupeta Batismo. Ideal para cerimónias de batismo.
1115,B1277CX,Guarda-Jóias,"Guarda-Jóias com interior forrado, ideal para proteger e organizar Jóias e acessórios. Dimensões: 12x10 cm. Ideal para celebrar bodas de ouro (50 anos)."
1038,A9237/13C,Guarda-Jóias,"Guarda-Jóias em Madeira acabamento PVD com interior forrado, ideal para proteger e organizar Jóias e acessórios. Dimensões: 18x13 cm."
1013,B1675,Guarda-Jóias,"Guarda-Jóias em bilaminado com interior forrado, ideal para proteger e organizar Jóias e acessórios. Dimensões: 16x11 cm."
1070,P25CX,Guarda-Jóias,"Guarda-Jóias com interior forrado, ideal para proteger e organizar Jóias e acessórios. Dimensões: 12x10 cm."
1015,B2199CX,Guarda-Jóias,"Guarda-Jóias com acabamento PVD com interior forrado, ideal para proteger e organizar Jóias e acessórios. Dimensões: 12x10 cm."
1014,B1599CX,Guarda-Jóias,"Guarda-Jóias com acabamento PVD com interior forrado, ideal para proteger e organizar Jóias e acessórios. Dimensões: 12x10 cm."
1031,A9077/13C,Guarda-Jóias,"Guarda-Jóias com acabamento PVD com interior forrado, ideal para proteger e organizar Jóias e acessórios. Dimensões: 13x9 cm."
1117,B325CX,Guarda-Jóias,"Guarda-Jóias com interior forrado, ideal para proteger e organizar Jóias e acessórios. Dimensões: 12x10 cm. Ideal para celebrações de casamento 25 Anos Alianças."
1040,A9247/13C,Guarda-Jóias,"Guarda-Jóias com acabamento PVD com interior forrado, ideal para proteger e organizar Jóias e acessórios. Dimensões: 18x13 cm. Ideal para celebrar bodas de ouro (50 anos)."
1067,P17/7021,Guarda-Jóias Alianças,"Guarda-Jóias com interior forrado, ideal para proteger e organizar Jóias e acessórios. Dimensões: 21x16 cm."
1122,B3520CX,Guarda-Jóias Alianças Douradas,"Guarda-Jóias com interior forrado, ideal para proteger e organizar Jóias e acessórios. Dimensões: 10x8,5 cm."
1112,B1372/25,Guarda-Jóias Casamento,"Guarda-Jóias com interior forrado, ideal para proteger e organizar Jóias e acessórios. Dimensões: 11x16 cm. Ideal para celebrações de casamento 25 Anos."
1113,B8114/25,Guarda-Jóias Casamento,"Guarda-Jóias com interior forrado, ideal para proteger e organizar Jóias e acessórios. Dimensões: 13x18 cm. Ideal para celebrações de casamento 25 Anos."
1123,B315CX/50,Guarda-Jóias Casamento,"Guarda-Jóias 50 Anos com interior forrado, ideal para proteger e organizar Jóias e acessórios. Dimensões: 10x8,5 cm."
1106,A441/25,Guarda-Jóias Casamento,"Guarda-Jóias com interior forrado, ideal para proteger e organizar Jóias e acessórios. Dimensões: 9x13 cm. Ideal para celebrações de casamento 25 Anos."
1121,B6400/25,Guarda-Jóias Casamento,"Guarda-Jóias com interior forrado, ideal para proteger e organizar Jóias e acessórios. Dimensões: 17x25 cm. Ideal para celebrações de casamento 25 Anos."
1108,A351/25,Guarda-Jóias Casamento,"Guarda-Jóias com interior forrado, ideal para proteger e organizar Jóias e acessórios. Dimensões: 9x13 cm. Ideal para celebrações de casamento 25 Anos."
1107,A421/25,Guarda-Jóias Casamento,"Guarda-Jóias com interior forrado, ideal para proteger e organizar Jóias e acessórios. Dimensões: 9x13 cm. Ideal para celebrações de casamento 25 Anos."
1104,A432/25,Guarda-Jóias Casamento,"Guarda-Jóias com acabamento PVD com interior forrado, ideal para proteger e organizar Jóias e acessórios. Dimensões: 11x16 cm. Ideal para celebrações de casamento."
1093,A489/25,Guarda-Jóias Casamento,"Guarda-Jóias Casamento, com design cuidado e acabamento premium. Dimensões: 11x16x5 cm. Ideal para celebrações de casamento 25 Anos."
1105,A442/25,Guarda-Jóias Casamento,"Guarda-Jóias com interior forrado, ideal para proteger e organizar Jóias e acessórios. Dimensões: 11x16 cm. Ideal para celebrações de casamento 25 Anos."
1120,B6982/25,Guarda-Jóias Casamento,"Guarda-Jóias com interior forrado, ideal para proteger e organizar Jóias e acessórios. Dimensões: 17x25 cm. Ideal para celebrações de casamento 25 Anos."
1111,B1371/25,Guarda-Jóias Casamento,"Guarda-Jóias com interior forrado, ideal para proteger e organizar Jóias e acessórios. Dimensões: 9x13 cm. Ideal para celebrações de casamento 25 Anos."
1119,B6481/25,Guarda-Jóias Casamento,"Guarda-Jóias com interior forrado, ideal para proteger e organizar Jóias e acessórios. Dimensões: 9x13 cm. Ideal para celebrações de casamento 25 Anos."
1118,B6438/25,Guarda-Jóias Casamento,"Guarda-Jóias com interior forrado, ideal para proteger e organizar Jóias e acessórios. Dimensões: 9x13 cm. Ideal para celebrações de casamento 25 Anos."
1114,B8124/00,Guarda-Jóias Casamento Alianças,"Guarda-Jóias com interior forrado, ideal para proteger e organizar Jóias e acessórios. Dimensões: 13x18 cm. Ideal para celebrações de casamento."
318,P03/4005,Guarda-Jóias Madeira com Prata,"Guarda-Jóias em prata com interior forrado, ideal para proteger e organizar Jóias e acessórios."
406,P352F.13,Guarda-Jóias Prata,"Guarda-Jóias em prata com interior forrado, ideal para proteger e organizar Jóias e acessórios."
416,P03/2011,Guarda-Jóias Prata Madeira,"Guarda-Jóias em prata com interior forrado, ideal para proteger e organizar Jóias e acessórios."
417,P03/2041,Guarda-Jóias Prata Madeira,"Guarda-Jóias em prata com interior forrado, ideal para proteger e organizar Jóias e acessórios."
413,P03/2020,Guarda-Jóias Prata Madeira Oval,"Guarda-Jóias em prata com interior forrado, ideal para proteger e organizar Jóias e acessórios."
412,P03/1001,Guarda-Jóias Prata Madeira Retangular,"Guarda-Jóias em prata com interior forrado, ideal para proteger e organizar Jóias e acessórios."
414,P03/1022,Guarda-Jóias Prata Madeira Retangular,"Guarda-Jóias em prata com interior forrado, ideal para proteger e organizar Jóias e acessórios."
415,P03/1012,Guarda-Jóias Prata Madeira Retangular,"Guarda-Jóias em prata com interior forrado, ideal para proteger e organizar Jóias e acessórios."
958,A464,Imagem,Imagem religiosa em bilaminado com acabamento detalhado. Dimensões: 30x11 cm. Peça devocional elegante para decoração.
941,B1723G,Imagem,Imagem religiosa em bilaminado com acabamento detalhado. Dimensões: 26x36 cm. Peça devocional elegante para decoração.
957,B1740M,Imagem,Imagem religiosa em bilaminado com acabamento detalhado. Dimensões: 14x23 cm. Peça devocional elegante para decoração.
952,B44/4670,Imagem de Papa Francisco,Imagem religiosa com acabamento detalhado. Dimensões: 27x34 cm. Peça devocional elegante para decoração.
438,P60GHO.9,Imagem em Prata,Imagem religiosa em prata com acabamento detalhado. Peça devocional elegante para decoração.
940,A19/2,Imagem Sagrada Familia,Imagem da Sagrada Família com acabamento PVD com acabamento artístico. Dimensões: 23x23 cm. Peça devocional elegante para decoração e contemplação.
1071,A22/2,Imagem Sagrada Família,Imagem da Sagrada Família com acabamento PVD com acabamento artístico. Dimensões: 18x24 cm. Peça devocional elegante para decoração e contemplação.
949,A466,Imagem Sagrada Família,Imagem da Sagrada Família com acabamento PVD com acabamento artístico. Dimensões: 20x25 cm. Peça devocional elegante para decoração e contemplação.
613,B10734,Jarra,Jarra decorativa em bilaminado com acabamento elegante. Altura: 35 cm. Peça decorativa elegante.
603,B10729,Jarra,Jarra decorativa em bilaminado com acabamento elegante. Dimensões: 21x27 cm. Peça decorativa elegante.
635,B10181,Jarra,Jarra decorativa em bilaminado com acabamento elegante. Altura: 25 cm. Peça decorativa elegante.
604,B10726,Jarra,Jarra decorativa em bilaminado com acabamento elegante. Altura: 30 cm. Peça decorativa elegante.
612,B27/7203,Jarra,Jarra decorativa em bilaminado com acabamento elegante. Altura: 46 cm. Peça decorativa elegante.
609,B17/3356,Jarra Casamento,Jarra decorativa em bilaminado com acabamento elegante. Altura: 60 cm. Ideal para celebrações de casamento 50 Anos .
607,B9615/50,Jarra Casamento,Jarra comemorativa com detalhes decorativos. Altura: 30 cm. Ideal para celebrações de casamento 50 Anos.
629,B9620/25,Jarra Casamento,Jarra decorativa em bilaminado com acabamento elegante. Altura: 20 cm. Ideal para celebrar bodas de prata (25 anos).
606,B9614/50,Jarra Casamento,Jarra comemorativa com detalhes decorativos. Altura: 25 cm. Ideal para celebrações de casamento 50 Anos.
628,B9605F,Jarra com Alianças em,Jarra decorativa em bilaminado com acabamento elegante. Altura: 26 cm. Peça decorativa elegante.
636,B10223M,Jarra com Vidro e Espelho,Jarra decorativa em bilaminado com acabamento elegante. Dimensões: 20x20 cm. Peça decorativa elegante.
637,B10222M,Jarra com Vidro e Espelho,Jarra decorativa em bilaminado com acabamento elegante. Dimensões: 12x12 cm. Peça decorativa elegante.
652,P5123,Jarra de Água Prata 925,Jarra decorativa em prata 925 com acabamento elegante. Altura: 20 cm. Peça decorativa elegante.
649,P5147,Jarra de Água Prata 925,Jarra decorativa em prata 925 com acabamento elegante. Altura: 37 cm. Peça decorativa elegante.
813,BA6012M,Jarra Decoração Ondulada,"Jarra decorativa com acabamento elegante. Dimensões: 17,5x30 cm (altura). Peça decorativa elegante."
780,B27/7245,Jarra de Vidro,Jarra decorativa em bilaminado com acabamento elegante. Dimensão: 45 cm. Ideal para celebrar bodas de ouro (50 anos).
308,P02/4011,Jarrão Madeira com Prata,"Jarrão Madeira com Prata. Peça com acabamento cuidado, ideal para oferta ou decoração."
310,P02/4021,Jarrão Madeira com Prata,"Jarrão Madeira com Prata. Peça com acabamento cuidado, ideal para oferta ou decoração."
309,P02/4020,Jarrão Madeira com Prata,"Jarrão Madeira com Prata. Peça com acabamento cuidado, ideal para oferta ou decoração."
305,P02/4000,Jarrão Madeira com Prata,"Jarrão Madeira com Prata. Peça com acabamento cuidado, ideal para oferta ou decoração."
306,P02/4001,Jarrão Madeira com Prata,"Jarrão Madeira com Prata. Peça com acabamento cuidado, ideal para oferta ou decoração."
307,P02/4010,Jarrão Madeira com Prata,"Jarrão Madeira com Prata. Peça com acabamento cuidado, ideal para oferta ou decoração."
648,P14/4267,Jarra Prata 925,Jarra decorativa em prata 925 com acabamento elegante. Altura: 15 cm. Peça decorativa elegante.
611,B27/7884,Jarra Vidro,Jarra decorativa em bilaminado com acabamento elegante. Altura: 30 cm. Peça decorativa elegante.
610,B27/7879,Jarra Vidro,Jarra decorativa em bilaminado com acabamento elegante. Altura: 40 cm. Peça decorativa elegante.
473,AK1869/12,Kit 12 Mini Rosas Perfumadas,"Rosa decorativa com detalhes realistas. Peça elegante e delicada, ideal para oferta ou decoração."
465,AK2058/10,Kit Com10 Rosa + Jarra,Jarra decorativa com acabamento elegante. Peça decorativa elegante.
471,AK2075/8,Kit Completo 8 Peças,"Kit Completo 8 Peças. Peça com acabamento cuidado, ideal para oferta ou decoração."
467,AK2216/6,Kit Perfumadores Com6 Peças + Base,Perfumador decorativo. Peça elegante para ambientar e decorar espaços.
435,P903,Lupa em Prata,"Lupa em Prata. Peça com acabamento cuidado, ideal para oferta ou decoração."
1285,A799RO,Luz de Presença,Luz de Presença. Peça decorativa elegante.
501,BA00057,Mealheiro,"Mealheiro decorativo. Altura: 7 cm. Peça funcional e decorativa, ideal para oferta a crianças."
512,BA00058R,Mealheiro,"Mealheiro decorativo. Dimensões: 7x9,5 cm (altura). Peça funcional e decorativa, ideal para oferta a crianças."
503,BA00085C,Mealheiro,"Mealheiro decorativo. Altura: 9 cm. Peça funcional e decorativa, ideal para oferta a crianças."
1231,A3465/01B,Mealheiro,"Mealheiro decorativo com acabamento PVD. Peça funcional e decorativa, ideal para oferta a crianças."
502,BA00054,Mealheiro,"Mealheiro decorativo. Altura: 9 cm. Peça funcional e decorativa, ideal para oferta a crianças."
500,BA00056,Mealheiro,"Mealheiro decorativo. Altura: 7,5 cm. Peça funcional e decorativa, ideal para oferta a crianças."
499,A00022,Mealheiro,"Mealheiro decorativo. Dimensões: 17x13 cm (altura). Peça funcional e decorativa, ideal para oferta a crianças."
498,A00021,Mealheiro,"Mealheiro decorativo. Dimensões: 17x13 cm (altura). Peça funcional e decorativa, ideal para oferta a crianças."
511,BA4358DAZ,Mealheiro,"Mealheiro decorativo. Dimensões: 9x13 cm. Peça funcional e decorativa, ideal para oferta a crianças."
510,BN521M,Mealheiro,"Mealheiro decorativo. Dimensões: 13x9 cm (altura). Peça funcional e decorativa, ideal para oferta a crianças."
508,BA00062R,Mealheiro Bailarina,"Mealheiro decorativo. Peça funcional e decorativa, ideal para oferta a crianças."
509,BA00083,Mealheiro Bailarina,"Mealheiro decorativo. Dimensões: 9,5x10 cm (altura). Peça funcional e decorativa, ideal para oferta a crianças."
507,A00028C,Mealheiro Bailarina,"Mealheiro decorativo. Dimensões: 16x16 cm (altura). Peça funcional e decorativa, ideal para oferta a crianças."
504,BA524,Mealheiro Biberon,"Mealheiro decorativo. Dimensões: 7,5x12 cm (altura). Peça funcional e decorativa, ideal para oferta a crianças."
489,A00017,Mealheiro Cão,"Mealheiro decorativo com motivo de cão. Dimensões: 11x12 cm (altura). Peça funcional e decorativa, ideal para oferta a crianças."
484,A00040,Mealheiro Cão,"Mealheiro decorativo com motivo de cão. Dimensões: 12x11 cm (altura). Peça funcional e decorativa, ideal para oferta a crianças."
495,A00027C,Mealheiro Carro,"Mealheiro decorativo. Dimensões: 20x10 cm (altura). Peça funcional e decorativa, ideal para oferta a crianças."
494,A00026C,Mealheiro Carro,"Mealheiro decorativo. Dimensões: 17x7,5 cm (altura). Peça funcional e decorativa, ideal para oferta a crianças."
493,A00020,Mealheiro Carro,"Mealheiro decorativo. Dimensões: 13,5x6,5 cm (altura). Peça funcional e decorativa, ideal para oferta a crianças."
491,A00046C,Mealheiro Carro,"Mealheiro decorativo. Dimensões: 15,5x9,5 cm (altura). Peça funcional e decorativa, ideal para oferta a crianças."
492,A00019,Mealheiro Carro,"Mealheiro decorativo. Dimensões: 13,5x6,5 cm (altura). Peça funcional e decorativa, ideal para oferta a crianças."
490,A00045C,Mealheiro Carro,"Mealheiro decorativo. Dimensões: 12,5x8 cm (altura). Peça funcional e decorativa, ideal para oferta a crianças."
505,BA00015,Mealheiro Cegonha,"Mealheiro decorativo com motivo de cegonha. Dimensões: 13x12 cm (altura). Peça funcional e decorativa, ideal para oferta a crianças."
137,B2683RO,Mealheiro com Música,"Mealheiro decorativo em bilaminado. Peça funcional e decorativa, ideal para oferta a crianças."
136,B2682AZ,Mealheiro com Música,"Mealheiro decorativo em bilaminado. Peça funcional e decorativa, ideal para oferta a crianças."
544,B22171,Mealheiro com Música,"Mealheiro decorativo. Peça funcional e decorativa, ideal para oferta a crianças."
545,B22170,Mealheiro com Música,"Mealheiro decorativo. Peça funcional e decorativa, ideal para oferta a crianças."
485,A00042,Mealheiro Elefante,"Mealheiro decorativo com motivo de elefante. Dimensões: 13x12 cm (altura). Peça funcional e decorativa, ideal para oferta a crianças."
486,A0005,Mealheiro Elefante,"Mealheiro decorativo com motivo de elefante. Dimensões: 19,5x10 cm. Peça funcional e decorativa, ideal para oferta a crianças."
506,A00029C,Mealheiro Fada,"Mealheiro decorativo. Dimensões: 16x16 cm (altura). Peça funcional e decorativa, ideal para oferta a crianças."
514,B4089RO,Mealheiro Madeira,"Mealheiro decorativo em madeira. Altura: 12 cm. Peça funcional e decorativa, ideal para oferta a crianças."
497,A00025C,Mealheiro Mota,"Mealheiro decorativo. Dimensões: 16,5x11 cm (altura). Peça funcional e decorativa, ideal para oferta a crianças."
488,BA0001,Mealheiro Porco,"Mealheiro decorativo. Dimensões: 9,5x8,5 cm (altura). Peça funcional e decorativa, ideal para oferta a crianças."
487,BA518,Mealheiro Porco,"Mealheiro decorativo. Dimensões: 8x13 cm. Peça funcional e decorativa, ideal para oferta a crianças."
496,BA528,Mealheiro Vespa,"Mealheiro decorativo. Dimensões: 14x8,5 cm (altura). Peça funcional e decorativa, ideal para oferta a crianças."
1209,A273MC,Medalha Criança,"Medalha decorativa com mecanismo de música, peça simbólica com acabamento cuidado. Dimensões: 8,5x12 cm. Peça ideal para oferta a crianças."
1210,A273MB,Medalha Criança,"Medalha decorativa com mecanismo de música, peça simbólica com acabamento cuidado. Dimensões: 8,5x12 cm. Peça ideal para oferta a crianças."
761,B2661BR,Medalha de Berço,"Medalha decorativa em bilaminado, peça simbólica com acabamento cuidado. Dimensões: 6x9 cm."
768,B6095,Medalha de Berço,"Medalha decorativa em bilaminado, peça simbólica com acabamento cuidado. Dimensões: 6x9 cm."
771,B6053BR,Medalha de Berço,"Medalha decorativa em bilaminado, peça simbólica com acabamento cuidado."
762,B2851B,Medalha de Berço,"Medalha decorativa em bilaminado, peça simbólica com acabamento cuidado."
775,B6125F,Medalha de Berço,"Medalha decorativa em bilaminado, peça simbólica com acabamento cuidado. Dimensões: 9x13 cm."
781,B6134CAZ,Medalha de Berço   Azul,"Medalha decorativa em bilaminado, peça simbólica com acabamento cuidado."
774,B6125FM,Medalha de Berço   Commúsica,"Medalha decorativa em bilaminado com mecanismo de música, peça simbólica com acabamento cuidado. Dimensões: 9x13 cm."
741,B2669C,Medalha de Berço   Commúsica,"Medalha decorativa em bilaminado com mecanismo de música, peça simbólica com acabamento cuidado. Dimensões: 6x9 cm."
763,B2851C,Medalha de Berço   Commúsica,"Medalha decorativa em bilaminado com mecanismo de música, peça simbólica com acabamento cuidado."
760,B2661C,Medalha de Berço   Commúsica,"Medalha decorativa em bilaminado com mecanismo de música, peça simbólica com acabamento cuidado. Dimensões: 6x9 cm."
767,B6095C,Medalha de Berço   Commúsica,"Medalha decorativa em bilaminado com mecanismo de música, peça simbólica com acabamento cuidado. Dimensões: 6x9 cm."
751,PMD001FP,Medalha de Berço Prata,"Medalha decorativa em prata, peça simbólica com acabamento cuidado. Dimensões: 3,5x5 cm."
747,PMD001AP,Medalha de Berço Prata,"Medalha decorativa em prata, peça simbólica com acabamento cuidado. Dimensões: 5x3,5 cm."
748,P003P,Medalha de Berço Prata,"Medalha decorativa em prata, peça simbólica com acabamento cuidado. Dimensões: 6x4,3 cm."
750,PMD001,Medalha de Berço Prata,"Medalha decorativa em prata, peça simbólica com acabamento cuidado. Dimensões: 6x4,3 cm."
749,P005FP,Medalha de Berço Prata Recortado,"Medalha decorativa em prata, peça simbólica com acabamento cuidado. Dimensões: 5x3,7 cm."
773,B6120RO,Medalha de Berço   Rosa,"Medalha decorativa em bilaminado, peça simbólica com acabamento cuidado. Peça decorativa elegante."
769,B6083CRO,Medalha de Berço   Rosa,"Medalha decorativa em bilaminado, peça simbólica com acabamento cuidado. Peça decorativa elegante."
772,B6054RO,Medalha de Berço   Rosa,"Medalha decorativa em bilaminado, peça simbólica com acabamento cuidado. Peça decorativa elegante."
770,B3017BR,Medalha de Berço   S/Música,"Medalha decorativa em bilaminado com mecanismo de música, peça simbólica com acabamento cuidado."
711,B3786C,Medalha Nascimento,"Medalha decorativa em bilaminado, peça simbólica com acabamento cuidado. Dimensões: 6x9 cm. Ideal para celebrar o nascimento."
710,B3786E,Medalha Nascimento,"Medalha decorativa em bilaminado, peça simbólica com acabamento cuidado. Dimensões: 6x9 cm. Ideal para celebrar o nascimento."
1400,BN271MS,Mocho,"Bibelot decorativo com motivo de mocho. Altura: 4,5 cm. Peça de decoração elegante, ideal para oferta ou para complementar ambientes sofisticados."
1401,BN518M,Mocho,"Bibelot decorativo com motivo de mocho. Altura: 12,5 cm. Peça de decoração elegante, ideal para oferta ou para complementar ambientes sofisticados."
1402,BA1259MP,Mocho com Suporte de Caneta,"Bibelot decorativo com motivo de mocho. Dimensões: 6,5x7,5 cm. Peça de decoração elegante, ideal para oferta ou para complementar ambientes sofisticados."
1403,BA1275MP,Mocho com Suporte de Caneta,"Bibelot decorativo com motivo de mocho. Dimensões: 9x9 cm. Peça de decoração elegante, ideal para oferta ou para complementar ambientes sofisticados."
806,BA4009C,Moldura,"Moldura decorativa para fotografias, com design cuidado e acabamento premium. Dimensões: 10x15 cm."
989,B16/8026,Moldura,Moldura em bilaminado com design elegante para exposição de fotografias. Dimensões: 20x25 cm.
69,B1399,Moldura,"Moldura decorativa para fotografias, com design cuidado e acabamento premium. Ideal para celebrar bodas de ouro (50 anos)."
805,BA2668M,Moldura,"Moldura decorativa para fotografias, com design cuidado e acabamento premium. Dimensões: 18x24 cm."
997,B1307N,Moldura,Moldura em bilaminado com design elegante para exposição de fotografias. Dimensões: 20x25 cm.
977,B1406A,Moldura,Moldura em bilaminado com design elegante para exposição de fotografias. Dimensões: 20x20 cm.
1007,A308A,Moldura,Moldura com design elegante para exposição de fotografias. Dimensões: 18x24 cm.
996,B1327A,Moldura,Moldura em bilaminado com design elegante para exposição de fotografias. Dimensões: 18x24 cm.
1058,B6000/18,Moldura,Moldura com design elegante para exposição de fotografias. Dimensões: 18x24 cm. Ideal para celebrar bodas de prata (25 anos).
1010,AE6206/20,Moldura,Moldura com acabamento PVD com design elegante para exposição de fotografias. Dimensões: 20x25 cm.
980,B5781A,Moldura,Moldura em bilaminado com design elegante para exposição de fotografias. Dimensões: 18x18 cm.
1006,A323A,Moldura,Moldura com design elegante para exposição de fotografias. Dimensões: 18x24 cm.
969,B585B,Moldura,Moldura com design elegante para exposição de fotografias. Dimensões: 13x18 cm.
968,B584B,Moldura,Moldura com design elegante para exposição de fotografias. Dimensões: 13x18 cm.
995,B1326A,Moldura,Moldura em bilaminado com design elegante para exposição de fotografias. Dimensões: 18x24 cm.
1148,A234BRO,Moldura Anjo,Moldura com acabamento PVD com design elegante para exposição de fotografias. Dimensões: 13x18 cm. Peça decorativa elegante.
1149,A234BAZ,Moldura Anjo,Moldura com acabamento PVD com design elegante para exposição de fotografias. Dimensões: 13x18 cm.
1146,A234MBAZ,Moldura Anjo da Guarda,"Moldura Anjo da Guarda com dizeres em Madeira com Aplicação PVD, peça simbólica com acabamento cuidado. Dimensões: 13x18 cm."
1147,A234MBRO,Moldura Anjo da Guarda ,"Moldura Anjo da Guarda com dizeres em Madeira com Aplicação PVD, peça simbólica com acabamento cuidado. Dimensões: 13x18 cm."
1151,A234MB,Moldura Anjo da Guarda ,"Moldura Anjo da Guarda com dizeres em Madeira com Aplicação PVD, peça simbólica com acabamento cuidado. Dimensões: 13x18 cm."
1022,A122B,Moldura Árvore da Vida,Moldura com design elegante para exposição de fotografias. Dimensões: 13x18 cm.
692,B2895D,Moldura Batismo,Moldura em bilaminado com design elegante para exposição de fotografias. Dimensões: 9x13 cm. Ideal para cerimónias de batismo.
721,B3561DAZ,Moldura Batismo,Moldura em bilaminado com design elegante para exposição de fotografias. Dimensões: 8x12 cm. Ideal para cerimónias de batismo.
684,B2713D,Moldura Batismo,Moldura em bilaminado com design elegante para exposição de fotografias. Dimensões: 9x13 cm. Ideal para cerimónias de batismo.
686,B2710D,Moldura Batismo,Moldura em bilaminado com design elegante para exposição de fotografias. Dimensões: 9x13 cm. Ideal para cerimónias de batismo.
685,B2701D,Moldura Batismo,Moldura em bilaminado com design elegante para exposição de fotografias. Dimensões: 9x13 cm. Ideal para cerimónias de batismo.
688,B2880E,Moldura Batismo,Moldura em bilaminado com design elegante para exposição de fotografias. Dimensões: 6x9 cm. Ideal para cerimónias de batismo.
687,B2859DL,Moldura Batismo,Moldura em bilaminado com design elegante para exposição de fotografias. Dimensões: 9x13 cm. Ideal para cerimónias de batismo.
693,B2896D,Moldura Batismo,Moldura em bilaminado com design elegante para exposição de fotografias. Dimensões: 9x13 cm. Ideal para cerimónias de batismo.
674,A224MB,Moldura Batismo Madeira,Moldura com acabamento PVD com design elegante para exposição de fotografias. Dimensões: 13x18 cm. Ideal para cerimónias de batismo.
883,B5918D/1634D,Moldura Bilaminada Comunhão,"Moldura decorativa em madeira para fotografias, com design cuidado e acabamento premium. Dimensões: 9x13 cm. Ideal para cerimónias de comunhão."
882,B5918/1634D,Moldura Bilaminada Comunhão,"Moldura decorativa em madeira para fotografias, com design cuidado e acabamento premium. Dimensões: 9x13 cm. Ideal para cerimónias de comunhão."
1376,B2360BL,Moldura Borboletas,"Moldura decorativa para fotografias, com design cuidado e acabamento premium. Dimensões: 13x18 cm."
1377,B2360DL,Moldura Borboletas,"Moldura decorativa para fotografias, com design cuidado e acabamento premium. Dimensões: 9x13 cm."
1075,B17/2601,Moldura Casamento,"Moldura decorativa para fotografias, com design cuidado e acabamento premium. Dimensões: 13x18 cm. Ideal para celebrações de casamento."
1050,B1370C/25,Moldura Casamento,"Moldura decorativa em bilaminado para fotografias, com design cuidado e acabamento premium. Dimensões: 10x15 cm. Ideal para celebrar bodas de prata (25 anos)."
1055,B26/4780,Moldura Casamento,Moldura com design elegante para exposição de fotografias. Dimensões: 18x24 cm. Ideal para celebrações de casamento 25 Anos com Alianças.
